Id,SalePrice
577,229392.3553890427
2812,204711.9574726013
2080,159912.11990222626
1368,107886.93691019318
2376,100439.34344190042
659,119720.33459960386
1235,136364.89060295487
332,71861.67456847442
1917,140250.1723714252
2094,251776.769024546
1460,268459.61259993544
1471,230378.34345543486
1509,113945.64669521131
1922,118761.48804286675
433,473169.48567383166
460,281601.4590640591
1116,241523.06611121574
1137,181493.86552997315
53,166000.92750218778
2354,262964.6793091928
1475,218211.59530071478
1761,469161.30088764895
842,139553.27144874504
2739,181686.35686498723
2509,159921.11872526084
1007,216804.79715467096
2610,166320.57830058568
1952,99287.33229004736
2719,167281.0425810941
2921,83492.66142138695
1966,148888.14455148755
292,141076.43222374778
1204,195308.93065080838
1829,265191.46129173145
2419,192387.38489604942
391,151258.62170043722
798,113607.82498042146
481,208744.98391198186
193,194095.28797859242
555,131910.25496638933
899,53528.9330724514
2357,175448.04093034356
328,127040.35548218602
1356,117215.92539641299
1154,116544.39114044259
1730,181202.38481452197
2249,126460.53564135154
1119,280610.6669610353
2856,131287.39705211978
1394,128803.4464097134
2587,115691.99048359833
61,299978.21431382664
2661,173720.1491471761
2711,117772.62023389536
1147,186679.1994206255
757,123885.45732254742
2623,82697.29813388633
2378,135207.46400919752
1413,136460.52599225682
1722,233701.86201635544
1112,223271.20265251718
1623,187421.0075346076
1201,205744.71715435293
1513,115700.3632277002
957,487281.3564101502
1171,244271.28604510304
1145,210992.92313591624
2726,223124.02605499528
703,127179.62724300384
760,99926.26943043758
1964,148463.1761360466
2512,208954.26833516994
159,149099.66530171665
1281,183938.80539973098
468,184453.94445269246
290,125918.39215623643
665,115442.83618501738
1463,268067.5397866156
1792,219171.16901177185
923,146987.45042095793
500,278637.6378893588
1408,181222.0939820886
331,61388.90030974097
170,160186.34277398905
2192,86075.46218980731
2571,328970.36303156003
2314,161414.87561005022
2647,92695.15454655618
422,424327.1801227778
2457,325210.658143552
1838,181414.62184048176
2805,237959.5893513263
1645,182008.42146698036
1711,316483.92647270823
2825,241450.50550689484
322,344397.4674936625
2103,249807.7522288123
342,130729.36433853435
600,111716.05683913949
488,167804.29745842936
1725,312729.3351873643
2246,283485.88762427436
2847,145122.74313172308
806,238749.02951869302
530,234911.21093802602
963,196177.13259108574
2678,104607.3961288464
171,72008.93074765608
2401,427379.7935577502
805,229396.14570724103
2259,252263.21809161804
1748,191179.6062597718
1361,139802.93721704144
1677,110055.9287399068
1406,141007.9895590997
2322,231290.70165656842
688,170005.68261595565
143,144206.97778634573
804,214338.82186437034
1214,176531.61917152823
2828,141604.62327656813
1999,194603.85906085977
2467,196381.14823549186
2665,177312.64429414982
1538,326421.78208016895
398,115388.62253037444
2822,145062.28238697728
2157,143547.24240650522
1856,201834.07550496497
1269,102740.02828323605
2570,118150.43930474526
2320,234287.68689337646
1517,120256.42449210033
2304,113519.46450516873
1312,83415.44615860158
2012,120469.98404319526
506,239660.02743521603
2865,195463.14889114114
2367,99288.72578367789
554,82560.58122278335
238,136169.56245959247
1954,101304.87478336955
2488,119623.14178854322
2291,81882.58737669639
1969,86892.85299080872
2725,169417.73940963743
1482,134563.30715187718
2763,207132.88117869425
503,252734.28261563194
1584,246427.13407003123
1531,154412.46860875748
2210,179296.49284770398
459,337839.2843397084
556,114793.45745419805
1347,145105.52528179274
1290,79691.65778288264
1388,110518.2034925669
1571,368581.5607761128
2754,190482.34047818082
765,158668.44372765577
2494,121579.46988337979
2870,216038.82624259547
7,262883.0000457003
1114,240771.81041019573
2418,263742.5828967865
291,137821.65836666332
18,370462.971987005
39,367333.59258288355
1001,289397.7851949659
2442,240282.0941549678
616,133719.02515176067
2680,50233.48560106763
1414,127417.46535086831
289,152581.5703534805
40,269147.13468675513
860,120853.57623956198
409,106318.01290461687
673,168511.6196388241
2427,190637.5896517028
2036,188437.2018749513
2564,139826.4824966878
642,191224.59979901082
1008,194437.47616597227
1908,186263.5535980865
2519,211435.9468664591
1369,84875.12076807416
2855,159465.09377784812
712,101365.85560499661
1943,124518.94060393255
1958,136860.61050130372
107,187744.4882410584
2295,208195.63226908978
704,109591.50765956353
676,130616.03022519709
259,175043.4067093484
93,265565.63323822105
106,240979.90759817418
2315,169090.97965476758
1050,91740.56183987053
1095,215388.35812972163
2709,143541.13985138384
758,163137.52018361833
1496,146148.664207105
2370,109683.200707541
2458,273980.92612152686
2733,118796.34124040935
161,265725.9149020619
726,149136.66114373645
845,227397.31100847363
947,254753.98518717114
2232,104977.6431456762
2563,145485.87712980763
2299,166814.78669050545
211,84598.06179208837
605,176968.9912942572
1478,199416.62696435783
2247,280783.30276594765
2274,242183.99704081105
2869,207478.88957039564
967,224647.89462116532
2656,107978.18656206995
667,238614.6732679967
1042,98567.52854956705
2023,157277.4376224771
2447,359632.885840829
2055,140188.69089335238
2275,303797.05134307285
2204,162884.20402634918
1563,273306.0529684729
483,230148.98047931478
796,133978.34859875884
1526,150486.00186770206
2042,152690.7297956097
442,359788.987487635
1693,323989.3152603784
1468,235386.49974663247
1430,206559.73232072155
2605,183376.30856551585
1529,192668.16924881798
335,143892.6420256026
1287,112297.14304939494
31,96853.71355593906
1785,301739.50533260545
82,148264.6309149631
2620,150895.33182593712
252,178087.45498388255
721,66574.66243981376
2165,185423.21306231455
2316,177335.3971602102
775,126231.87185636474
1558,94653.53629445807
17,199691.2143949155
1022,244441.83605424632
925,108398.08123536746
438,282819.0037540643
1270,152685.44960381492
1272,124381.46144016547
215,133124.06565889507
266,227700.2488666286
2402,296675.3007727514
1250,134450.4676924854
1984,129788.47575971787
1279,149714.4060124575
377,242288.2844001623
1252,134576.54232413042
2156,264465.72708192846
499,337100.15812293405
1374,126864.66166087161
2898,244561.92842059667
401,105761.085487577
2721,165102.90980637856
2078,259039.7387064834
2589,132592.72671133108
1946,254470.00752689448
1334,98457.37153856519
2781,216143.86602376384
431,381211.1391255986
576,221257.6281480022
1474,216027.2341510577
2254,125780.18300892672
2155,288370.7613572119
885,90665.25398292042
643,150636.66128333216
1944,121509.9182106584
480,200042.54766638597
2845,103165.66027372486
2387,300991.59464795206
2407,211083.8468484152
2527,158901.25952314443
2514,151353.66380026547
629,170356.17757374956
80,202345.76662559062
1876,131612.025928725
1546,101904.60267286029
2518,172922.48996515915
2347,137044.56688531043
783,239494.43068630973
1322,50055.14050084475
194,97955.10780103147
1770,296778.6536160696
2143,148556.22125771275
1229,241093.94296524703
511,268471.99825658347
46,229343.35522414508
1348,165822.13707303884
2465,194785.5897743007
387,229985.11006971597
873,220378.2151150704
1918,107642.53402081439
2764,244804.35257320545
2184,100916.18158389052
934,146082.10222086372
1920,119446.78548683852
2631,136956.71881419924
1768,523698.7055368328
2040,122038.84838295395
1749,221193.12318005587
834,244352.4669955073
1457,233193.0931221279
79,112425.6217439498
2302,130536.4947369097
1817,121700.46226775822
2755,231597.45001884847
359,179807.7377883511
2059,92704.17631414154
2092,248785.4886313738
2516,224813.66555354116
150,106439.98694479009
1656,149273.6858494562
83,103523.06284113927
2411,193405.54365281755
795,58245.1939635318
2312,229311.79188556128
2917,100689.53737816578
1624,191450.07367865904
2215,270346.8175835564
1211,140163.53777864669
1485,168097.72543974614
1024,201391.88425324892
570,201042.11722450814
2874,143026.36753968894
700,153885.66557666016
2756,207806.61077993028
2022,171150.853858589
583,220580.3300011712
2392,366142.3287830343
2424,177631.91923909797
212,110722.13630267314
736,113643.47736746834
1610,164585.5553075659
890,125824.22093020292
467,182616.48622377263
578,227524.19644025294
1747,216191.71875187958
1149,161922.01663865626
2758,247433.61257733393
857,130052.25193912891
2219,273034.76603657694
733,101676.11690255969
2909,96150.62858881927
1798,245868.12991101574
235,105944.13118614697
2366,119602.43963605359
1027,133130.64002723125
1195,149766.46214254404
1303,27340.082433725736
148,194333.98215484413
608,156822.59806503326
2515,205930.1383032224
821,294030.9000516489
2500,276180.74374928675
745,104350.64806256827
741,126674.14246534582
1611,182756.46856313257
2532,113388.03431700595
1081,233138.05841142868
1692,427342.07049004425
2520,206111.42353015608
276,111350.68536364824
1992,127142.26352897006
663,46009.62831804447
418,113542.3708469978
1733,201386.63335383672
2359,141308.01799136968
253,197467.29065470156
1518,167589.1570302425
2035,139491.73814736295
2919,71983.92829347914
1540,228726.9252536189
2120,146081.3911288061
1674,168708.2164814144
256,130867.3607552351
2361,98883.60862870174
978,76651.49735152378
2280,133974.65908311796
2095,232742.42730280847
1709,330002.5873570259
2801,230016.92380898967
1246,134341.81584138286
2373,91979.0207091711
1055,311728.150647228
2017,130077.13583713185
1099,291057.9639353364
1344,63694.280702997276
835,222968.90943785995
1117,224841.54199943357
2043,63545.461372372316
2085,95474.51487268994
410,136985.00503840178
2650,107261.97153082321
2867,154581.942736578
1668,112719.59970959384
1161,175258.5303106477
2122,188147.60523265114
2539,138862.26831578027
1047,118466.99387717112
1445,133849.18230875756
541,136772.11990380572
569,217080.32741563267
1276,119281.94564552543
918,117499.32071897703
326,160421.18383179628
1936,129387.77916932385
895,88013.21083120903
257,134634.27097511292
1241,169385.7730901903
1545,118989.86440579046
1189,173047.96214547628
270,135178.65881171153
2066,217420.1956523281
693,99159.80745375845
1259,155471.23880508644
2916,142832.01132377898
2321,279585.59118702944
1977,100795.4914208493
1895,145261.13993215654
1240,168476.30406903938
85,146249.07195470165
1823,113471.69362974778
825,285678.2000557417
110,224045.21717614908
697,120717.03729898631
2297,86546.19076019227
1231,137355.77692595983
1355,145224.63935652847
968,337029.63708252535
584,217246.8299879064
1315,125901.59809716634
1606,128857.94717012017
206,110150.30939156443
1685,385754.57751406566
2016,111137.02582551063
869,214379.3572973783
2135,119433.0936081837
2346,181677.02784996878
2430,215820.16723474357
2198,78065.19485552132
2652,119829.44060079538
27,114585.70956568424
241,158439.90664334083
906,104934.969575807
1506,105853.69185108911
2098,366172.1770644203
1435,222588.61339295935
2213,104274.28107450272
1274,140006.86538235747
743,19750.871389963897
1737,204956.37223808578
2797,274012.6518240711
2185,44168.49249492117
58,156216.6018176932
830,208080.27596886325
808,107773.18568607229
680,169985.95548904032
1153,107726.94337497509
1291,139545.83904382688
1818,136783.331600102
2161,185570.25024724996
1883,118899.9525071121
350,347395.2675861502
2473,149599.18442659482
295,192319.20880813882
293,198192.20959524956
859,125301.21315674593
288,83883.98603973075
1578,137607.74738602873
102,227615.093353544
2831,168979.3355483833
1030,157636.69207635624
2551,149673.7318149049
1286,138935.62264318173
958,325652.437014836
776,122007.13664313647
72,222914.28542001388
2263,253808.0371091014
1866,138745.42498995923
2876,59378.57412239353
2146,243425.21739050327
103,203984.5878477466
1500,133205.80240380522
492,184344.96709299792
167,127770.51061175368
2597,115234.54362551129
2685,93775.00439123169
1035,151415.16968865364
1220,54638.46389445041
2602,146633.33288180752
2159,215671.73422734955
695,161711.45288721312
1109,255705.73633760703
640,209005.10917993102
1652,133785.40284937635
2090,198281.96081220073
1188,179411.2149042212
2345,231124.74970415203
1059,408297.3838508134
2751,226777.8755933193
128,211614.2870234412
1523,192871.2271692874
2925,164569.83157177502
2145,301965.55897378427
1121,218113.14594433983
566,285694.2334119504
565,220120.3581431292
1331,140897.10604237602
2928,104615.07999772156
156,133743.23111468944
797,134931.8731244635
327,78024.88046548402
2859,150655.31183586136
1453,101580.63725158024
1762,331443.4337181841
1868,195537.6978306709
1760,160894.16332294937
1113,231983.9824614814
1812,202148.1027955571
117,160088.50673233994
1142,201288.8669635252
2342,413023.0337117006
927,140967.90049152865
2478,176346.69153923355
655,79137.54240520437
2064,127433.01938747305
369,292727.5466243429
2239,120260.92387490615
2732,206321.2997258445
1653,160379.38645289393
959,196283.59746526257
2395,340605.8541385229
1412,96137.11986337011
271,255525.25322699157
1484,136863.61376003167
1497,144256.3147153848
552,145152.71816591447
2,118267.0323363659
1855,300533.38555422286
4,288593.23867711774
2292,137277.90655658083
134,126752.26137329568
646,99177.17536138087
42,327111.8831582981
532,229183.63051023002
713,91252.33697906295
2561,138545.73175272896
2360,144782.94707138214
1333,111942.67545064987
1407,220560.12974592252
2892,325810.97473768645
574,240544.47639762028
1227,181986.20047841792
2591,255508.46631161764
1476,223941.94641745224
1125,268817.053964665
1446,125045.0116775901
408,110292.59372024286
1101,278341.96482236905
2251,191806.62901091966
373,188243.60272830306
2554,125412.65802141192
2382,274254.5077035745
1985,80422.51155089938
519,230271.870143754
1093,190172.8395866062
864,242485.73090810032
2889,160031.9862856964
2308,202865.9758172369
986,160014.0272896803
1302,146764.68705141355
585,151028.06670608383
2708,135030.05486009436
147,132840.3548388319
1441,218895.30758800835
383,178688.38645301695
285,154710.89868395246
181,114810.51149758828
358,178697.06478494094
780,177685.32417337305
258,180664.58665078433
1865,223600.806109547
692,115310.45585308428
2902,314673.6439425268
508,254208.5997783118
2638,166300.53833933113
36,142574.81848508702
611,173105.41249320144
2281,170998.31737781395
1678,125945.46830779294
1696,448915.63316358346
1557,59414.53451842273
2180,149135.2899759739
1726,241273.0482378807
951,126239.67346263654
267,234406.1735306753
2706,125294.80241245835
2221,223991.9979934182
1357,165433.0647466572
2901,291516.70260582067
347,155326.80235206505
2164,200127.39107558658
1586,330571.01620773505
360,147333.9656035554
1769,237637.0527671416
2617,154312.8246218616
1879,156404.37617707255
991,211601.0531601517
1535,117531.21198391459
1191,156826.8003018317
1579,212947.5649884317
1882,136055.90323797683
1510,121480.47821775166
2196,212660.25563843112
1845,191974.91761669368
2336,388297.6367790167
942,85242.43404972504
861,95139.85008798157
2555,118241.06543912385
1392,160959.97632954584
2099,256793.3253511954
1543,114576.38512206227
948,259839.0122275029
1239,164156.6704187724
22,183886.29130133317
2796,262623.82469023037
2747,190636.86360016625
92,279677.67478140176
210,163245.98723716906
1858,224691.415700388
2228,177391.7626630278
447,246050.1401554831
827,240672.43716813065
1649,237229.10616820442
682,145941.0214214934
2698,116825.42547266622
494,145836.70558606277
214,111197.11807982021
2441,242972.58710554198
2679,111131.88831205171
1336,97416.04844535822
465,190251.96975707327
1524,133731.9643317937
2543,127166.69746292307
631,139287.158614096
2452,330119.65841930313
228,158008.38599729264
126,176613.41930899207
1092,232060.3506648904
1122,208075.62956370672
932,221191.85334076325
1980,85252.80503778899
2171,109850.58818555757
551,141375.69723534363
2768,166437.66068661
2056,102181.0512622965
1159,366650.79975160584
2645,141226.95095553307
1174,190729.7424158167
2266,196335.17448030083
2462,338927.6585051805
1219,138336.54401772367
2922,204889.44258272048
118,148812.9043080883
474,164759.28392235897
2576,153858.93357996165
872,296338.7752747274
1077,235152.84005620403
1536,133812.40037423797
1150,128223.98300964727
2341,341962.2405492635
1931,148766.17909778687
2785,145337.71696207562
2538,122261.62095593721
597,196964.7879100073
464,217991.16129890262
233,260693.76135674398
2169,132352.519694425
2123,167027.2431800156
1867,170744.21860459098
137,274085.7754927517
515,219455.60897496087
933,103269.59498632875
2784,141455.83907393832
972,161082.6324266824
599,163512.37065320605
2614,134777.09927615727
2582,155587.10057959563
1409,159349.55453178685
175,112612.48079900855
352,247666.85347981792
976,87395.57336588776
2134,193650.90281734636
984,109128.9660727627
2396,355124.2344036171
1673,125419.09222466384
404,122251.64663474493
607,160471.71657088373
814,163241.71887621935
868,200659.03348082394
2271,189235.33461406876
1633,282222.33701020404
337,193393.9407681948
2765,203231.79815195
1746,248783.50456201573
368,349262.72887459176
2806,213743.1431536045
1662,189965.82800423537
1234,217012.24046310692
1373,136735.23180247442
1672,103156.20296724323
1939,128880.89889660517
